=== Run information ===

Scheme:       weka.classifiers.rules.ZeroR 
Relation:     cleaned_demone
Instances:    6268
Attributes:   5
              ID
              TRUNCATED
              possibly_sensitive
              retweeted_status
              reaction
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

ZeroR predicts class value: -0.26853035143769965

Time taken to build model: 0 seconds

=== Predictions on training set ===

    inst#     actual  predicted      error
      121      1         -0.269     -1.269 
      122     -1         -0.269      0.731 
      123     -1         -0.269      0.731 
      124      1         -0.269     -1.269 
      125      0         -0.269     -0.269 
      126      1         -0.269     -1.269 
      127      0         -0.269     -0.269 
      128     -1         -0.269      0.731 
      129      0         -0.269     -0.269 
      130      1         -0.269     -1.269 
      131      1         -0.269     -1.269 
      132     -1         -0.269      0.731 
      133     -1         -0.269      0.731 
      134      1         -0.269     -1.269 
      135      1         -0.269     -1.269 
      136      0         -0.269     -0.269 
      137      1         -0.269     -1.269 
      138      1         -0.269     -1.269 
      139      1         -0.269     -1.269 
      140      0         -0.269     -0.269 
      141      1         -0.269     -1.269 
      142     -1         -0.269      0.731 
      143     -1         -0.269      0.731 
      144      1         -0.269     -1.269 
      145      1         -0.269     -1.269 
      146      1         -0.269     -1.269 
      147      0         -0.269     -0.269 
      148          ?     -0.269          ? 
      149          ?     -0.269          ? 
      150          ?     -0.269          ? 
      151          ?     -0.269          ? 
      152      1         -0.269     -1.269 
      153      0         -0.269     -0.269 
      154     -1         -0.269      0.731 
      155     -1         -0.269      0.731 
      156     -1         -0.269      0.731 
      157     -1         -0.269      0.731 
      158     -1         -0.269      0.731 
      159     -1         -0.269      0.731 
      160     -1         -0.269      0.731 
      161     -1         -0.269      0.731 
      162     -1         -0.269      0.731 
      163      0         -0.269     -0.269 
      164     -1         -0.269      0.731 
      165     -1         -0.269      0.731 
      166     -1         -0.269      0.731 
      167     -1         -0.269      0.731 
      168     -1         -0.269      0.731 
      169     -1         -0.269      0.731 
      170     -1         -0.269      0.731 
      171      0         -0.269     -0.269 
      172      1         -0.269     -1.269 
      173     -1         -0.269      0.731 
      174      1         -0.269     -1.269 
      175     -1         -0.269      0.731 
      176     -1         -0.269      0.731 
      177      1         -0.269     -1.269 
      178      0         -0.269     -0.269 
      179      1         -0.269     -1.269 
      180      0         -0.269     -0.269 
      181     -1         -0.269      0.731 
      182      0         -0.269     -0.269 
      183      1         -0.269     -1.269 
      184      1         -0.269     -1.269 
      185     -1         -0.269      0.731 
      186     -1         -0.269      0.731 
      187      1         -0.269     -1.269 
      188      1         -0.269     -1.269 
      189      0         -0.269     -0.269 
      190      1         -0.269     -1.269 
      191      1         -0.269     -1.269 
      192      1         -0.269     -1.269 
      193      0         -0.269     -0.269 
      194      1         -0.269     -1.269 
      195     -1         -0.269      0.731 
      196     -1         -0.269      0.731 
      197      1         -0.269     -1.269 
      198      1         -0.269     -1.269 
      199      1         -0.269     -1.269 
      200      0         -0.269     -0.269 
      201      1         -0.269     -1.269 
      202      0         -0.269     -0.269 
      203     -1         -0.269      0.731 
      204     -1         -0.269      0.731 
      205     -1         -0.269      0.731 
      206     -1         -0.269      0.731 
      207     -1         -0.269      0.731 
      208     -1         -0.269      0.731 
      209     -1         -0.269      0.731 
      210     -1         -0.269      0.731 
      211     -1         -0.269      0.731 
      212      0         -0.269     -0.269 
      213     -1         -0.269      0.731 
      214     -1         -0.269      0.731 
      215     -1         -0.269      0.731 
      216     -1         -0.269      0.731 
      217     -1         -0.269      0.731 
      218     -1         -0.269      0.731 
      219     -1         -0.269      0.731 
      220      0         -0.269     -0.269 
      221      1         -0.269     -1.269 
      222     -1         -0.269      0.731 
      223      1         -0.269     -1.269 
      224     -1         -0.269      0.731 
      225     -1         -0.269      0.731 
      226      1         -0.269     -1.269 
      227      0         -0.269     -0.269 
      228      1         -0.269     -1.269 
      229      0         -0.269     -0.269 
      230     -1         -0.269      0.731 
      231      0         -0.269     -0.269 
      232      1         -0.269     -1.269 
      233      1         -0.269     -1.269 
      234     -1         -0.269      0.731 
      235     -1         -0.269      0.731 
      236      1         -0.269     -1.269 
      237      1         -0.269     -1.269 
      238      0         -0.269     -0.269 
      239      1         -0.269     -1.269 
      240      1         -0.269     -1.269 
      241      1         -0.269     -1.269 
      242      0         -0.269     -0.269 
      243      1         -0.269     -1.269 
      244     -1         -0.269      0.731 
      245     -1         -0.269      0.731 
      246      1         -0.269     -1.269 
      247      1         -0.269     -1.269 
      248      1         -0.269     -1.269 
      249      0         -0.269     -0.269 
      250      1         -0.269     -1.269 
      251      0         -0.269     -0.269 
      252     -1         -0.269      0.731 
      253     -1         -0.269      0.731 
      254     -1         -0.269      0.731 
      255     -1         -0.269      0.731 
      256     -1         -0.269      0.731 
      257     -1         -0.269      0.731 
      258     -1         -0.269      0.731 
      259     -1         -0.269      0.731 
      260     -1         -0.269      0.731 
      261      0         -0.269     -0.269 
      262     -1         -0.269      0.731 
      263     -1         -0.269      0.731 
      264     -1         -0.269      0.731 
      265     -1         -0.269      0.731 
      266     -1         -0.269      0.731 
      267     -1         -0.269      0.731 
      268     -1         -0.269      0.731 
      269      0         -0.269     -0.269 
      270      1         -0.269     -1.269 
      271     -1         -0.269      0.731 
      272      1         -0.269     -1.269 
      273     -1         -0.269      0.731 
      274     -1         -0.269      0.731 
      275      1         -0.269     -1.269 
      276      0         -0.269     -0.269 
      277      1         -0.269     -1.269 
      278      0         -0.269     -0.269 
      279     -1         -0.269      0.731 
      280      0         -0.269     -0.269 
      281      1         -0.269     -1.269 
      282      1         -0.269     -1.269 
      283     -1         -0.269      0.731 
      284     -1         -0.269      0.731 
      285      1         -0.269     -1.269 
      286      1         -0.269     -1.269 
      287      0         -0.269     -0.269 
      288      1         -0.269     -1.269 
      289      1         -0.269     -1.269 
      290      1         -0.269     -1.269 
      291      0         -0.269     -0.269 
      292      1         -0.269     -1.269 
      293     -1         -0.269      0.731 
      294     -1         -0.269      0.731 
      295      1         -0.269     -1.269 
      296      1         -0.269     -1.269 
      297      1         -0.269     -1.269 
      298      0         -0.269     -0.269 
      299      1         -0.269     -1.269 
      300      0         -0.269     -0.269 
      301     -1         -0.269      0.731 
      302     -1         -0.269      0.731 
      303     -1         -0.269      0.731 
      304     -1         -0.269      0.731 
      305     -1         -0.269      0.731 
      306     -1         -0.269      0.731 
      307     -1         -0.269      0.731 
      308     -1         -0.269      0.731 
      309     -1         -0.269      0.731 
      310      0         -0.269     -0.269 
      311     -1         -0.269      0.731 
      312     -1         -0.269      0.731 
      313     -1         -0.269      0.731 
      314     -1         -0.269      0.731 
      315     -1         -0.269      0.731 
      316     -1         -0.269      0.731 
      317     -1         -0.269      0.731 
      318      0         -0.269     -0.269 
      319      1         -0.269     -1.269 
      320     -1         -0.269      0.731 
      321      1         -0.269     -1.269 
      322     -1         -0.269      0.731 
      323     -1         -0.269      0.731 
      324      1         -0.269     -1.269 
      325      0         -0.269     -0.269 
      326      1         -0.269     -1.269 
      327      0         -0.269     -0.269 
      328     -1         -0.269      0.731 
      329      0         -0.269     -0.269 
      330      1         -0.269     -1.269 
      331      1         -0.269     -1.269 
      332     -1         -0.269      0.731 
      333     -1         -0.269      0.731 
      334      1         -0.269     -1.269 
      335      1         -0.269     -1.269 
      336      0         -0.269     -0.269 
      337      1         -0.269     -1.269 
      338      1         -0.269     -1.269 
      339      1         -0.269     -1.269 
      340      0         -0.269     -0.269 
      341      1         -0.269     -1.269 
      342     -1         -0.269      0.731 
      343     -1         -0.269      0.731 
      344      1         -0.269     -1.269 
      345      1         -0.269     -1.269 
      346      1         -0.269     -1.269 
      347      0         -0.269     -0.269 
      348      1         -0.269     -1.269 
      349      0         -0.269     -0.269 
      350     -1         -0.269      0.731 
      351     -1         -0.269      0.731 
      352     -1         -0.269      0.731 
      353     -1         -0.269      0.731 
      354     -1         -0.269      0.731 
      355     -1         -0.269      0.731 
      356     -1         -0.269      0.731 
      357     -1         -0.269      0.731 
      358     -1         -0.269      0.731 
      359      0         -0.269     -0.269 
      360     -1         -0.269      0.731 
      361     -1         -0.269      0.731 
      362     -1         -0.269      0.731 
      363     -1         -0.269      0.731 
      364     -1         -0.269      0.731 
      365     -1         -0.269      0.731 
      366     -1         -0.269      0.731 
      367      0         -0.269     -0.269 
      368      1         -0.269     -1.269 
      369     -1         -0.269      0.731 
      370      1         -0.269     -1.269 
      371     -1         -0.269      0.731 
      372     -1         -0.269      0.731 
      373      1         -0.269     -1.269 
      374      0         -0.269     -0.269 
      375      1         -0.269     -1.269 
      376      0         -0.269     -0.269 
      377     -1         -0.269      0.731 
      378      0         -0.269     -0.269 
      379      1         -0.269     -1.269 
      380      1         -0.269     -1.269 
      381     -1         -0.269      0.731 
      382     -1         -0.269      0.731 
      383      1         -0.269     -1.269 
      384      1         -0.269     -1.269 
      385      0         -0.269     -0.269 
      386      1         -0.269     -1.269 
      387      1         -0.269     -1.269 
      388      1         -0.269     -1.269 
      389      0         -0.269     -0.269 
      390      1         -0.269     -1.269 
      391     -1         -0.269      0.731 
      392     -1         -0.269      0.731 
      393      1         -0.269     -1.269 
      394      1         -0.269     -1.269 
      395      1         -0.269     -1.269 
      396      0         -0.269     -0.269 
      397      1         -0.269     -1.269 
      398      0         -0.269     -0.269 
      399     -1         -0.269      0.731 
      400     -1         -0.269      0.731 
      401     -1         -0.269      0.731 
      402     -1         -0.269      0.731 
      403     -1         -0.269      0.731 
      404     -1         -0.269      0.731 
      405     -1         -0.269      0.731 
      406     -1         -0.269      0.731 
      407     -1         -0.269      0.731 
      408      0         -0.269     -0.269 
      409     -1         -0.269      0.731 
      410     -1         -0.269      0.731 
      411     -1         -0.269      0.731 
      412     -1         -0.269      0.731 
      413     -1         -0.269      0.731 
      414     -1         -0.269      0.731 
      415     -1         -0.269      0.731 
      416      0         -0.269     -0.269 
      417      1         -0.269     -1.269 
      418     -1         -0.269      0.731 
      419      1         -0.269     -1.269 
      420     -1         -0.269      0.731 
      421     -1         -0.269      0.731 
      422      1         -0.269     -1.269 
      423      0         -0.269     -0.269 
      424      1         -0.269     -1.269 
      425      0         -0.269     -0.269 
      426     -1         -0.269      0.731 
      427      0         -0.269     -0.269 
      428      1         -0.269     -1.269 
      429      1         -0.269     -1.269 
      430     -1         -0.269      0.731 
      431     -1         -0.269      0.731 
      432      1         -0.269     -1.269 
      433      1         -0.269     -1.269 
      434      0         -0.269     -0.269 
      435      1         -0.269     -1.269 
      436      1         -0.269     -1.269 
      437      1         -0.269     -1.269 
      438      0         -0.269     -0.269 
      439      1         -0.269     -1.269 
      440     -1         -0.269      0.731 
      441     -1         -0.269      0.731 
      442      1         -0.269     -1.269 
      443      1         -0.269     -1.269 
      444      1         -0.269     -1.269 
      445      0         -0.269     -0.269 
      446      1         -0.269     -1.269 
      447      0         -0.269     -0.269 
      448     -1         -0.269      0.731 
      449     -1         -0.269      0.731 
      450     -1         -0.269      0.731 
      451     -1         -0.269      0.731 
      452     -1         -0.269      0.731 
      453     -1         -0.269      0.731 
      454     -1         -0.269      0.731 
      455     -1         -0.269      0.731 
      456     -1         -0.269      0.731 
      457      0         -0.269     -0.269 
      458     -1         -0.269      0.731 
      459     -1         -0.269      0.731 
      460     -1         -0.269      0.731 
      461     -1         -0.269      0.731 
      462     -1         -0.269      0.731 
      463     -1         -0.269      0.731 
      464     -1         -0.269      0.731 
      465      0         -0.269     -0.269 
      466      1         -0.269     -1.269 
      467     -1         -0.269      0.731 
      468      1         -0.269     -1.269 
      469     -1         -0.269      0.731 
      470     -1         -0.269      0.731 
      471      1         -0.269     -1.269 
      472      0         -0.269     -0.269 
      473      1         -0.269     -1.269 
      474      0         -0.269     -0.269 
      475     -1         -0.269      0.731 
      476      0         -0.269     -0.269 
      477      1         -0.269     -1.269 
      478      1         -0.269     -1.269 
      479     -1         -0.269      0.731 
      480     -1         -0.269      0.731 
      481      1         -0.269     -1.269 
      482      1         -0.269     -1.269 
      483      0         -0.269     -0.269 
      484      1         -0.269     -1.269 
      485      1         -0.269     -1.269 
      486      1         -0.269     -1.269 
      487      0         -0.269     -0.269 
      488      1         -0.269     -1.269 
      489     -1         -0.269      0.731 
      490     -1         -0.269      0.731 
      491      1         -0.269     -1.269 
      492      1         -0.269     -1.269 
      493      1         -0.269     -1.269 
      494      0         -0.269     -0.269 
      495      1         -0.269     -1.269 
      496      0         -0.269     -0.269 
      497     -1         -0.269      0.731 
      498     -1         -0.269      0.731 
      499     -1         -0.269      0.731 
      500     -1         -0.269      0.731 
      501     -1         -0.269      0.731 
      502     -1         -0.269      0.731 
      503     -1         -0.269      0.731 
      504     -1         -0.269      0.731 
      505     -1         -0.269      0.731 
      506      0         -0.269     -0.269 
      507     -1         -0.269      0.731 
      508     -1         -0.269      0.731 
      509     -1         -0.269      0.731 
      510     -1         -0.269      0.731 
      511     -1         -0.269      0.731 
      512     -1         -0.269      0.731 
      513     -1         -0.269      0.731 
      514      0         -0.269     -0.269 
      515      1         -0.269     -1.269 
      516     -1         -0.269      0.731 
      517      1         -0.269     -1.269 
      518     -1         -0.269      0.731 
      519     -1         -0.269      0.731 
      520      1         -0.269     -1.269 
      521      0         -0.269     -0.269 
      522      1         -0.269     -1.269 
      523      0         -0.269     -0.269 
      524     -1         -0.269      0.731 
      525      0         -0.269     -0.269 
      526      1         -0.269     -1.269 
      527      1         -0.269     -1.269 
      528     -1         -0.269      0.731 
      529     -1         -0.269      0.731 
      530      1         -0.269     -1.269 
      531      1         -0.269     -1.269 
      532      0         -0.269     -0.269 
      533      1         -0.269     -1.269 
      534      1         -0.269     -1.269 
      535      1         -0.269     -1.269 
      536      0         -0.269     -0.269 
      537      1         -0.269     -1.269 
      538     -1         -0.269      0.731 
      539     -1         -0.269      0.731 
      540      1         -0.269     -1.269 
      541      1         -0.269     -1.269 
      542      1         -0.269     -1.269 
      543      0         -0.269     -0.269 
      544      1         -0.269     -1.269 
      545      0         -0.269     -0.269 
      546     -1         -0.269      0.731 
      547     -1         -0.269      0.731 
      548     -1         -0.269      0.731 
      549     -1         -0.269      0.731 
      550     -1         -0.269      0.731 
      551     -1         -0.269      0.731 
      552     -1         -0.269      0.731 
      553     -1         -0.269      0.731 
      554     -1         -0.269      0.731 
      555      0         -0.269     -0.269 
      556     -1         -0.269      0.731 
      557     -1         -0.269      0.731 
      558     -1         -0.269      0.731 
      559     -1         -0.269      0.731 
      560     -1         -0.269      0.731 
      561     -1         -0.269      0.731 
      562     -1         -0.269      0.731 
      563      0         -0.269     -0.269 
      564      1         -0.269     -1.269 
      565     -1         -0.269      0.731 
      566      1         -0.269     -1.269 
      567     -1         -0.269      0.731 
      568     -1         -0.269      0.731 
      569      1         -0.269     -1.269 
      570      0         -0.269     -0.269 
      571      1         -0.269     -1.269 
      572      0         -0.269     -0.269 
      573     -1         -0.269      0.731 
      574      0         -0.269     -0.269 
      575      1         -0.269     -1.269 
      576      1         -0.269     -1.269 
      577     -1         -0.269      0.731 
      578     -1         -0.269      0.731 
      579      1         -0.269     -1.269 
      580      1         -0.269     -1.269 
      581      0         -0.269     -0.269 
      582      1         -0.269     -1.269 
      583      1         -0.269     -1.269 
      584      1         -0.269     -1.269 
      585      0         -0.269     -0.269 
      586      1         -0.269     -1.269 
      587     -1         -0.269      0.731 
      588     -1         -0.269      0.731 
      589      1         -0.269     -1.269 
      590      1         -0.269     -1.269 
      591      1         -0.269     -1.269 
      592      0         -0.269     -0.269 
      593      1         -0.269     -1.269 
      594      0         -0.269     -0.269 
      595     -1         -0.269      0.731 
      596     -1         -0.269      0.731 
      597     -1         -0.269      0.731 
      598     -1         -0.269      0.731 
      599     -1         -0.269      0.731 
      600     -1         -0.269      0.731 
      601     -1         -0.269      0.731 
      602     -1         -0.269      0.731 
      603     -1         -0.269      0.731 
      604      0         -0.269     -0.269 
      605     -1         -0.269      0.731 
      606     -1         -0.269      0.731 
      607     -1         -0.269      0.731 
      608     -1         -0.269      0.731 
      609     -1         -0.269      0.731 
      610     -1         -0.269      0.731 
      611     -1         -0.269      0.731 
      612      0         -0.269     -0.269 
      613      1         -0.269     -1.269 
      614     -1         -0.269      0.731 
      615      1         -0.269     -1.269 
      616     -1         -0.269      0.731 
      617     -1         -0.269      0.731 
      618      1         -0.269     -1.269 
      619      0         -0.269     -0.269 
      620      1         -0.269     -1.269 
      621      0         -0.269     -0.269 
      622     -1         -0.269      0.731 
      623      0         -0.269     -0.269 
      624      1         -0.269     -1.269 
      625      1         -0.269     -1.269 
      626     -1         -0.269      0.731 
      627     -1         -0.269      0.731 
      628      1         -0.269     -1.269 
      629      1         -0.269     -1.269 
      630      0         -0.269     -0.269 
      631      1         -0.269     -1.269 
      632      1         -0.269     -1.269 
      633      1         -0.269     -1.269 
      634      0         -0.269     -0.269 
      635      1         -0.269     -1.269 
      636     -1         -0.269      0.731 
      637     -1         -0.269      0.731 
      638      1         -0.269     -1.269 
      639      1         -0.269     -1.269 
      640      1         -0.269     -1.269 
      641      0         -0.269     -0.269 
      642      1         -0.269     -1.269 
      643      0         -0.269     -0.269 
      644     -1         -0.269      0.731 
      645     -1         -0.269      0.731 
      646     -1         -0.269      0.731 
      647     -1         -0.269      0.731 
      648     -1         -0.269      0.731 
      649     -1         -0.269      0.731 
      650     -1         -0.269      0.731 
      651     -1         -0.269      0.731 
      652     -1         -0.269      0.731 
      653      0         -0.269     -0.269 
      654     -1         -0.269      0.731 
      655     -1         -0.269      0.731 
      656     -1         -0.269      0.731 
      657     -1         -0.269      0.731 
      658     -1         -0.269      0.731 
      659     -1         -0.269      0.731 
      660     -1         -0.269      0.731 
      661      0         -0.269     -0.269 
      662      1         -0.269     -1.269 
      663     -1         -0.269      0.731 
      664      1         -0.269     -1.269 
      665     -1         -0.269      0.731 
      666     -1         -0.269      0.731 
      667      1         -0.269     -1.269 
      668      0         -0.269     -0.269 
      669      1         -0.269     -1.269 
      670      0         -0.269     -0.269 
      671     -1         -0.269      0.731 
      672      0         -0.269     -0.269 
      673      1         -0.269     -1.269 
      674      1         -0.269     -1.269 
      675     -1         -0.269      0.731 
      676     -1         -0.269      0.731 
      677      1         -0.269     -1.269 
      678      1         -0.269     -1.269 
      679      0         -0.269     -0.269 
      680      1         -0.269     -1.269 
      681      1         -0.269     -1.269 
      682      1         -0.269     -1.269 
      683      0         -0.269     -0.269 
      684      1         -0.269     -1.269 
      685     -1         -0.269      0.731 
      686     -1         -0.269      0.731 
      687      1         -0.269     -1.269 
      688      1         -0.269     -1.269 
      689      1         -0.269     -1.269 
      690      0         -0.269     -0.269 
      691      1         -0.269     -1.269 
      692      0         -0.269     -0.269 
      693     -1         -0.269      0.731 
      694     -1         -0.269      0.731 
      695     -1         -0.269      0.731 
      696     -1         -0.269      0.731 
      697     -1         -0.269      0.731 
      698     -1         -0.269      0.731 
      699     -1         -0.269      0.731 
      700     -1         -0.269      0.731 
      701     -1         -0.269      0.731 
      702      0         -0.269     -0.269 
      703     -1         -0.269      0.731 
      704     -1         -0.269      0.731 
      705     -1         -0.269      0.731 
      706     -1         -0.269      0.731 
      707     -1         -0.269      0.731 
      708     -1         -0.269      0.731 
      709     -1         -0.269      0.731 
      710      0         -0.269     -0.269 
      711      1         -0.269     -1.269 
      712     -1         -0.269      0.731 
      713      1         -0.269     -1.269 
      714     -1         -0.269      0.731 
      715     -1         -0.269      0.731 
      716      1         -0.269     -1.269 
      717      0         -0.269     -0.269 
      718      1         -0.269     -1.269 
      719      0         -0.269     -0.269 
      720     -1         -0.269      0.731 
      721      0         -0.269     -0.269 
      722      1         -0.269     -1.269 
      723      1         -0.269     -1.269 
      724     -1         -0.269      0.731 
      725     -1         -0.269      0.731 
      726      1         -0.269     -1.269 
      727      1         -0.269     -1.269 
      728      0         -0.269     -0.269 
      729      1         -0.269     -1.269 
      730      1         -0.269     -1.269 
      731      1         -0.269     -1.269 
      732      0         -0.269     -0.269 
      733      1         -0.269     -1.269 
      734     -1         -0.269      0.731 
      735     -1         -0.269      0.731 
      736      1         -0.269     -1.269 
      737      1         -0.269     -1.269 
      738      1         -0.269     -1.269 
      739      0         -0.269     -0.269 
      740      1         -0.269     -1.269 
      741      0         -0.269     -0.269 
      742     -1         -0.269      0.731 
      743     -1         -0.269      0.731 
      744     -1         -0.269      0.731 
      745     -1         -0.269      0.731 
      746     -1         -0.269      0.731 
      747     -1         -0.269      0.731 
      748     -1         -0.269      0.731 
      749     -1         -0.269      0.731 
      750     -1         -0.269      0.731 
      751      0         -0.269     -0.269 
      752     -1         -0.269      0.731 
      753     -1         -0.269      0.731 
      754     -1         -0.269      0.731 
      755     -1         -0.269      0.731 
      756     -1         -0.269      0.731 
      757     -1         -0.269      0.731 
      758     -1         -0.269      0.731 
      759      0         -0.269     -0.269 
      760      1         -0.269     -1.269 
      761     -1         -0.269      0.731 
      762      1         -0.269     -1.269 
      763     -1         -0.269      0.731 
      764     -1         -0.269      0.731 
      765      1         -0.269     -1.269 
      766      1         -0.269     -1.269 
      767      0         -0.269     -0.269 
      768     -1         -0.269      0.731 
      769     -1         -0.269      0.731 
      770     -1         -0.269      0.731 
      771     -1         -0.269      0.731 
      772     -1         -0.269      0.731 
      773     -1         -0.269      0.731 
      774     -1         -0.269      0.731 
      775     -1         -0.269      0.731 
      776     -1         -0.269      0.731 
      777      0         -0.269     -0.269 
      778     -1         -0.269      0.731 
      779     -1         -0.269      0.731 
      780      1         -0.269     -1.269 
      781      0         -0.269     -0.269 
      782     -1         -0.269      0.731 
      783     -1         -0.269      0.731 
      784     -1         -0.269      0.731 
      785     -1         -0.269      0.731 
      786     -1         -0.269      0.731 
      787     -1         -0.269      0.731 
      788     -1         -0.269      0.731 
      789     -1         -0.269      0.731 
      790     -1         -0.269      0.731 
      791      0         -0.269     -0.269 
      792     -1         -0.269      0.731 
      793     -1         -0.269      0.731 
      794     -1         -0.269      0.731 
      795     -1         -0.269      0.731 
      796     -1         -0.269      0.731 
      797     -1         -0.269      0.731 
      798     -1         -0.269      0.731 
      799      0         -0.269     -0.269 
      800      1         -0.269     -1.269 
      801      1         -0.269     -1.269 
      802      0         -0.269     -0.269 
      803     -1         -0.269      0.731 
      804     -1         -0.269      0.731 
      805     -1         -0.269      0.731 
      806     -1         -0.269      0.731 
      807     -1         -0.269      0.731 
      808     -1         -0.269      0.731 
      809     -1         -0.269      0.731 
      810     -1         -0.269      0.731 
      811     -1         -0.269      0.731 
      812      0         -0.269     -0.269 
      813     -1         -0.269      0.731 
      814     -1         -0.269      0.731 
      815     -1         -0.269      0.731 
      816     -1         -0.269      0.731 
      817     -1         -0.269      0.731 
      818     -1         -0.269      0.731 
      819     -1         -0.269      0.731 
      820      0         -0.269     -0.269 
      821      1         -0.269     -1.269 
      822     -1         -0.269      0.731 
      823      1         -0.269     -1.269 
      824     -1         -0.269      0.731 
      825     -1         -0.269      0.731 
      826      1         -0.269     -1.269 
      827      0         -0.269     -0.269 
      828      1         -0.269     -1.269 
      829      0         -0.269     -0.269 
      830     -1         -0.269      0.731 
      831      0         -0.269     -0.269 
      832      1         -0.269     -1.269 
      833      1         -0.269     -1.269 
      834     -1         -0.269      0.731 
      835     -1         -0.269      0.731 
      836      1         -0.269     -1.269 
      837      1         -0.269     -1.269 
      838      0         -0.269     -0.269 
      839      1         -0.269     -1.269 
      840      1         -0.269     -1.269 
      841      1         -0.269     -1.269 
      842      0         -0.269     -0.269 
      843      1         -0.269     -1.269 
      844     -1         -0.269      0.731 
      845     -1         -0.269      0.731 
      846      1         -0.269     -1.269 
      847      1         -0.269     -1.269 
      848      1         -0.269     -1.269 
      849      0         -0.269     -0.269 
      850          ?     -0.269          ? 
      851      1         -0.269     -1.269 
