=== Run information ===

Scheme:       weka.classifiers.lazy.KStar -B 20 -M a
Relation:     cleaned_demone
Instances:    6268
Attributes:   5
              ID
              TRUNCATED
              possibly_sensitive
              retweeted_status
              reaction
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

KStar Beta Verion (0.1b).
Copyright (c) 1995-97 by Len Trigg (trigg@cs.waikato.ac.nz).
Java port to Weka by Abdelaziz Mahoui (am14@cs.waikato.ac.nz).

KStar options : -B 20 -M a 

Time taken to build model: 0 seconds

=== Predictions on training set ===

    inst#     actual  predicted      error
       82      1         -0.135     -1.135 
       83     -1         -0.241      0.759 
       84     -1         -0.298      0.702 
       85      1         -0.136     -1.136 
       86      1         -0.237     -1.237 
       87      0         -0.137     -0.137 
       88      1         -0.138     -1.138 
       89      1         -0.281     -1.281 
       90      1         -0.14      -1.14  
       91      0         -0.141     -0.141 
       92      1         -0.275     -1.275 
       93     -1         -0.246      0.754 
       94     -1         -0.145      0.855 
       95      1         -0.141     -1.141 
       96      1         -0.147     -1.147 
       97      1         -0.148     -1.148 
       98      0         -0.15      -0.15  
       99      1         -0.139     -1.139 
      100      0         -0.246     -0.246 
      101     -1         -0.155      0.845 
      102     -1         -0.156      0.844 
      103     -1         -0.157      0.843 
      104     -1         -0.159      0.841 
      105     -1         -0.159      0.841 
      106     -1         -0.262      0.738 
      107     -1         -0.285      0.715 
      108     -1         -0.161      0.839 
      109     -1         -0.139      0.861 
      110      0         -0.247     -0.247 
      111     -1         -0.162      0.838 
      112     -1         -0.163      0.837 
      113     -1         -0.251      0.749 
      114     -1         -0.163      0.837 
      115     -1         -0.248      0.752 
      116     -1         -0.162      0.838 
      117     -1         -0.162      0.838 
      118      0         -0.135     -0.135 
      119      1         -0.134     -1.134 
      120     -1         -0.134      0.866 
      121      1         -0.233     -1.233 
      122     -1         -0.133      0.867 
      123     -1         -0.133      0.867 
      124      1         -0.229     -1.229 
      125      0         -0.24      -0.24  
      126      1         -0.156     -1.156 
      127      0         -0.293     -0.293 
      128     -1         -0.155      0.845 
      129      0         -0.128     -0.128 
      130      1         -0.127     -1.127 
      131      1         -0.126     -1.126 
      132     -1         -0.153      0.847 
      133     -1         -0.153      0.847 
      134      1         -0.152     -1.152 
      135      1         -0.151     -1.151 
      136      0         -0.126     -0.126 
      137      1         -0.126     -1.126 
      138      1         -0.126     -1.126 
      139      1         -0.15      -1.15  
      140      0         -0.15      -0.15  
      141      1         -0.15      -1.15  
      142     -1         -0.15       0.85  
      143     -1         -0.32       0.68  
      144      1         -0.15      -1.15  
      145      1         -0.131     -1.131 
      146      1         -0.23      -1.23  
      147      0         -0.142     -0.142 
      148          ?     -0.134          ? 
      149          ?     -0.235          ? 
      150          ?     -0.153          ? 
      151          ?     -0.153          ? 
      152      1         -0.153     -1.153 
      153      0         -0.14      -0.14  
      154     -1         -0.155      0.845 
      155     -1         -0.155      0.845 
      156     -1         -0.143      0.857 
      157     -1         -0.235      0.765 
      158     -1         -0.144      0.856 
      159     -1         -0.145      0.855 
      160     -1         -0.145      0.855 
      161     -1         -0.145      0.855 
      162     -1         -0.145      0.855 
      163      0         -0.253     -0.253 
      164     -1         -0.157      0.843 
      165     -1         -0.144      0.856 
      166     -1         -0.157      0.843 
      167     -1         -0.157      0.843 
      168     -1         -0.156      0.844 
      169     -1         -0.155      0.845 
      170     -1         -0.228      0.772 
      171      0         -0.154     -0.154 
      172      1         -0.153     -1.153 
      173     -1         -0.152      0.848 
      174      1         -0.152     -1.152 
      175     -1         -0.136      0.864 
      176     -1         -0.135      0.865 
      177      1         -0.218     -1.218 
      178      0         -0.133     -0.133 
      179      1         -0.149     -1.149 
      180      0         -0.131     -0.131 
      181     -1         -0.13       0.87  
      182      0         -0.128     -0.128 
      183      1         -0.127     -1.127 
      184      1         -0.126     -1.126 
      185     -1         -0.125      0.875 
      186     -1         -0.279      0.721 
      187      1         -0.124     -1.124 
      188      1         -0.216     -1.216 
      189      0         -0.122     -0.122 
      190      1         -0.122     -1.122 
      191      1         -0.122     -1.122 
      192      1         -0.147     -1.147 
      193      0         -0.122     -0.122 
      194      1         -0.147     -1.147 
      195     -1         -0.122      0.878 
      196     -1         -0.122      0.878 
      197      1         -0.148     -1.148 
      198      1         -0.149     -1.149 
      199      1         -0.121     -1.121 
      200      0         -0.121     -0.121 
      201      1         -0.121     -1.121 
      202      0         -0.121     -0.121 
      203     -1         -0.153      0.847 
      204     -1         -0.154      0.846 
      205     -1         -0.123      0.877 
      206     -1         -0.123      0.877 
      207     -1         -0.155      0.845 
      208     -1         -0.156      0.844 
      209     -1         -0.303      0.697 
      210     -1         -0.122      0.878 
      211     -1         -0.156      0.844 
      212      0         -0.156     -0.156 
      213     -1         -0.156      0.844 
      214     -1         -0.156      0.844 
      215     -1         -0.155      0.845 
      216     -1         -0.237      0.763 
      217     -1         -0.154      0.846 
      218     -1         -0.118      0.882 
      219     -1         -0.153      0.847 
      220      0         -0.152     -0.152 
      221      1         -0.116     -1.116 
      222     -1         -0.308      0.692 
      223      1         -0.149     -1.149 
      224     -1         -0.148      0.852 
      225     -1         -0.148      0.852 
      226      1         -0.113     -1.113 
      227      0         -0.146     -0.146 
      228      1         -0.112     -1.112 
      229      0         -0.144     -0.144 
      230     -1         -0.234      0.766 
      231      0         -0.307     -0.307 
      232      1         -0.141     -1.141 
      233      1         -0.232     -1.232 
      234     -1         -0.14       0.86  
      235     -1         -0.139      0.861 
      236      1         -0.138     -1.138 
      237      1         -0.113     -1.113 
      238      0         -0.137     -0.137 
      239      1         -0.136     -1.136 
      240      1         -0.136     -1.136 
      241      1         -0.135     -1.135 
      242      0         -0.115     -0.115 
      243      1         -0.116     -1.116 
      244     -1         -0.135      0.865 
      245     -1         -0.117      0.883 
      246      1         -0.118     -1.118 
      247      1         -0.119     -1.119 
      248      1         -0.135     -1.135 
      249      0         -0.135     -0.135 
      250      1         -0.135     -1.135 
      251      0         -0.239     -0.239 
      252     -1         -0.136      0.864 
      253     -1         -0.136      0.864 
      254     -1         -0.32       0.68  
      255     -1         -0.128      0.872 
      256     -1         -0.136      0.864 
      257     -1         -0.13       0.87  
      258     -1         -0.136      0.864 
      259     -1         -0.135      0.865 
      260     -1         -0.132      0.868 
      261      0         -0.134     -0.134 
      262     -1         -0.245      0.755 
      263     -1         -0.32       0.68  
      264     -1         -0.133      0.867 
      265     -1         -0.132      0.868 
      266     -1         -0.134      0.866 
      267     -1         -0.13       0.87  
      268     -1         -0.129      0.871 
      269      0         -0.128     -0.128 
      270      1         -0.134     -1.134 
      271     -1         -0.125      0.875 
      272      1         -0.124     -1.124 
      273     -1         -0.123      0.877 
      274     -1         -0.242      0.758 
      275      1         -0.12      -1.12  
      276      0         -0.119     -0.119 
      277      1         -0.137     -1.137 
      278      0         -0.324     -0.324 
      279     -1         -0.239      0.761 
      280      0         -0.139     -0.139 
      281      1         -0.237     -1.237 
      282      1         -0.112     -1.112 
      283     -1         -0.236      0.764 
      284     -1         -0.142      0.858 
      285      1         -0.11      -1.11  
      286      1         -0.109     -1.109 
      287      0         -0.109     -0.109 
      288      1         -0.108     -1.108 
      289      1         -0.144     -1.144 
      290      1         -0.145     -1.145 
      291      0         -0.305     -0.305 
      292      1         -0.148     -1.148 
      293     -1         -0.337      0.663 
      294     -1         -0.151      0.849 
      295      1         -0.152     -1.152 
      296      1         -0.107     -1.107 
      297      1         -0.107     -1.107 
      298      0         -0.157     -0.157 
      299      1         -0.108     -1.108 
      300      0         -0.161     -0.161 
      301     -1         -0.163      0.837 
      302     -1         -0.164      0.836 
      303     -1         -0.11       0.89  
      304     -1         -0.227      0.773 
      305     -1         -0.11       0.89  
      306     -1         -0.11       0.89  
      307     -1         -0.171      0.829 
      308     -1         -0.172      0.828 
      309     -1         -0.173      0.827 
      310      0         -0.222     -0.222 
      311     -1         -0.221      0.779 
      312     -1         -0.11       0.89  
      313     -1         -0.11       0.89  
      314     -1         -0.305      0.695 
      315     -1         -0.109      0.891 
      316     -1         -0.177      0.823 
      317     -1         -0.177      0.823 
      318      0         -0.212     -0.212 
      319      1         -0.177     -1.177 
      320     -1         -0.3        0.7   
      321      1         -0.208     -1.208 
      322     -1         -0.104      0.896 
      323     -1         -0.207      0.793 
      324      1         -0.295     -1.295 
      325      0         -0.101     -0.101 
      326      1         -0.1       -1.1   
      327      0         -0.295     -0.295 
      328     -1         -0.099      0.901 
      329      0         -0.181     -0.181 
      330      1         -0.295     -1.295 
      331      1         -0.182     -1.182 
      332     -1         -0.183      0.817 
      333     -1         -0.298      0.702 
      334      1         -0.184     -1.184 
      335      1         -0.196     -1.196 
      336      0         -0.3       -0.3   
      337      1         -0.093     -1.093 
      338      1         -0.092     -1.092 
      339      1         -0.092     -1.092 
      340      0         -0.092     -0.092 
      341      1         -0.092     -1.092 
      342     -1         -0.092      0.908 
      343     -1         -0.092      0.908 
      344      1         -0.194     -1.194 
      345      1         -0.091     -1.091 
      346      1         -0.196     -1.196 
      347      0         -0.092     -0.092 
      348      1         -0.092     -1.092 
      349      0         -0.092     -0.092 
      350     -1         -0.092      0.908 
      351     -1         -0.203      0.797 
      352     -1         -0.092      0.908 
      353     -1         -0.32       0.68  
      354     -1         -0.202      0.798 
      355     -1         -0.203      0.797 
      356     -1         -0.092      0.908 
      357     -1         -0.092      0.908 
      358     -1         -0.211      0.789 
      359      0         -0.212     -0.212 
      360     -1         -0.324      0.676 
      361     -1         -0.09       0.91  
      362     -1         -0.324      0.676 
      363     -1         -0.089      0.911 
      364     -1         -0.088      0.912 
      365     -1         -0.217      0.783 
      366     -1         -0.218      0.782 
      367      0         -0.085     -0.085 
      368      1         -0.084     -1.084 
      369     -1         -0.083      0.917 
      370      1         -0.082     -1.082 
      371     -1         -0.196      0.804 
      372     -1         -0.081      0.919 
      373      1         -0.08      -1.08  
      374      0         -0.193     -0.193 
      375      1         -0.078     -1.078 
      376      0         -0.078     -0.078 
      377     -1         -0.077      0.923 
      378      0         -0.076     -0.076 
      379      1         -0.076     -1.076 
      380      1         -0.075     -1.075 
      381     -1         -0.075      0.925 
      382     -1         -0.074      0.926 
      383      1         -0.074     -1.074 
      384      1         -0.187     -1.187 
      385      0         -0.187     -0.187 
      386      1         -0.187     -1.187 
      387      1         -0.072     -1.072 
      388      1         -0.072     -1.072 
      389      0         -0.228     -0.228 
      390      1         -0.191     -1.191 
      391     -1         -0.23       0.77  
      392     -1         -0.072      0.928 
      393      1         -0.072     -1.072 
      394      1         -0.072     -1.072 
      395      1         -0.072     -1.072 
      396      0         -0.303     -0.303 
      397      1         -0.073     -1.073 
      398      0         -0.208     -0.208 
      399     -1         -0.075      0.925 
      400     -1         -0.234      0.766 
      401     -1         -0.211      0.789 
      402     -1         -0.076      0.924 
      403     -1         -0.205      0.795 
      404     -1         -0.235      0.765 
      405     -1         -0.235      0.765 
      406     -1         -0.077      0.923 
      407     -1         -0.22       0.78  
      408      0         -0.191     -0.191 
      409     -1         -0.077      0.923 
      410     -1         -0.077      0.923 
      411     -1         -0.223      0.777 
      412     -1         -0.224      0.776 
      413     -1         -0.076      0.924 
      414     -1         -0.316      0.684 
      415     -1         -0.233      0.767 
      416      0         -0.233     -0.233 
      417      1         -0.232     -1.232 
      418     -1         -0.074      0.926 
      419      1         -0.073     -1.073 
      420     -1         -0.232      0.768 
      421     -1         -0.294      0.706 
      422      1         -0.154     -1.154 
      423      0         -0.231     -0.231 
      424      1         -0.07      -1.07  
      425      0         -0.231     -0.231 
      426     -1         -0.231      0.769 
      427      0         -0.231     -0.231 
      428      1         -0.287     -1.287 
      429      1         -0.069     -1.069 
      430     -1         -0.221      0.779 
      431     -1         -0.287      0.713 
      432      1         -0.068     -1.068 
      433      1         -0.229     -1.229 
      434      0         -0.23      -0.23  
      435      1         -0.23      -1.23  
      436      1         -0.069     -1.069 
      437      1         -0.069     -1.069 
      438      0         -0.07      -0.07  
      439      1         -0.07      -1.07  
      440     -1         -0.233      0.767 
      441     -1         -0.233      0.767 
      442      1         -0.233     -1.233 
      443      1         -0.073     -1.073 
      444      1         -0.074     -1.074 
      445      0         -0.076     -0.076 
      446      1         -0.077     -1.077 
      447      0         -0.236     -0.236 
      448     -1         -0.08       0.92  
      449     -1         -0.238      0.762 
      450     -1         -0.238      0.762 
      451     -1         -0.149      0.851 
      452     -1         -0.239      0.761 
      453     -1         -0.239      0.761 
      454     -1         -0.086      0.914 
      455     -1         -0.087      0.913 
      456     -1         -0.088      0.912 
      457      0         -0.238     -0.238 
      458     -1         -0.089      0.911 
      459     -1         -0.089      0.911 
      460     -1         -0.237      0.763 
      461     -1         -0.09       0.91  
      462     -1         -0.236      0.764 
      463     -1         -0.236      0.764 
      464     -1         -0.235      0.765 
      465      0         -0.234     -0.234 
      466      1         -0.233     -1.233 
      467     -1         -0.232      0.768 
      468      1         -0.089     -1.089 
      469     -1         -0.231      0.769 
      470     -1         -0.089      0.911 
      471      1         -0.089     -1.089 
      472      0         -0.089     -0.089 
      473      1         -0.089     -1.089 
      474      0         -0.09      -0.09  
      475     -1         -0.09       0.91  
      476      0         -0.09      -0.09  
      477      1         -0.09      -1.09  
      478      1         -0.091     -1.091 
      479     -1         -0.221      0.779 
      480     -1         -0.22       0.78  
      481      1         -0.093     -1.093 
      482      1         -0.218     -1.218 
      483      0         -0.094     -0.094 
      484      1         -0.216     -1.216 
      485      1         -0.215     -1.215 
      486      1         -0.215     -1.215 
      487      0         -0.215     -0.215 
      488      1         -0.215     -1.215 
      489     -1         -0.215      0.785 
      490     -1         -0.216      0.784 
      491      1         -0.216     -1.216 
      492      1         -0.103     -1.103 
      493      1         -0.216     -1.216 
      494      0         -0.217     -0.217 
      495      1         -0.217     -1.217 
      496      0         -0.108     -0.108 
      497     -1         -0.219      0.781 
      498     -1         -0.11       0.89  
      499     -1         -0.221      0.779 
      500     -1         -0.221      0.779 
      501     -1         -0.113      0.887 
      502     -1         -0.114      0.886 
      503     -1         -0.222      0.778 
      504     -1         -0.222      0.778 
      505     -1         -0.222      0.778 
      506      0         -0.222     -0.222 
      507     -1         -0.117      0.883 
      508     -1         -0.118      0.882 
      509     -1         -0.221      0.779 
      510     -1         -0.221      0.779 
      511     -1         -0.118      0.882 
      512     -1         -0.118      0.882 
      513     -1         -0.219      0.781 
      514      0         -0.218     -0.218 
      515      1         -0.118     -1.118 
      516     -1         -0.118      0.882 
      517      1         -0.118     -1.118 
      518     -1         -0.118      0.882 
      519     -1         -0.207      0.793 
      520      1         -0.147     -1.147 
      521      0         -0.118     -0.118 
      522      1         -0.211     -1.211 
      523      0         -0.118     -0.118 
      524     -1         -0.118      0.882 
      525      0         -0.237     -0.237 
      526      1         -0.209     -1.209 
      527      1         -0.117     -1.117 
      528     -1         -0.117      0.883 
      529     -1         -0.117      0.883 
      530      1         -0.208     -1.208 
      531      1         -0.117     -1.117 
      532      0         -0.235     -0.235 
      533      1         -0.117     -1.117 
      534      1         -0.199     -1.199 
      535      1         -0.235     -1.235 
      536      0         -0.117     -0.117 
      537      1         -0.117     -1.117 
      538     -1         -0.2        0.8   
      539     -1         -0.189      0.811 
      540      1         -0.2       -1.2   
      541      1         -0.21      -1.21  
      542      1         -0.12      -1.12  
      543      0         -0.121     -0.121 
      544      1         -0.121     -1.121 
      545      0         -0.122     -0.122 
      546     -1         -0.25       0.75  
      547     -1         -0.213      0.787 
      548     -1         -0.206      0.794 
      549     -1         -0.214      0.786 
      550     -1         -0.214      0.786 
      551     -1         -0.254      0.746 
      552     -1         -0.207      0.793 
      553     -1         -0.13       0.87  
      554     -1         -0.131      0.869 
      555      0         -0.131     -0.131 
      556     -1         -0.132      0.868 
      557     -1         -0.205      0.795 
      558     -1         -0.322      0.678 
      559     -1         -0.252      0.748 
      560     -1         -0.133      0.867 
      561     -1         -0.213      0.787 
      562     -1         -0.134      0.866 
      563      0         -0.2       -0.2   
      564      1         -0.212     -1.212 
      565     -1         -0.198      0.802 
      566      1         -0.134     -1.134 
      567     -1         -0.212      0.788 
      568     -1         -0.134      0.866 
      569      1         -0.134     -1.134 
      570      0         -0.211     -0.211 
      571      1         -0.135     -1.135 
      572      0         -0.135     -0.135 
      573     -1         -0.19       0.81  
      574      0         -0.211     -0.211 
      575      1         -0.137     -1.137 
      576      1         -0.138     -1.138 
      577     -1         -0.139      0.861 
      578     -1         -0.14       0.86  
      579      1         -0.14      -1.14  
      580      1         -0.141     -1.141 
      581      0         -0.21      -0.21  
      582      1         -0.21      -1.21  
      583      1         -0.144     -1.144 
      584      1         -0.211     -1.211 
      585      0         -0.147     -0.147 
      586      1         -0.172     -1.172 
      587     -1         -0.15       0.85  
      588     -1         -0.214      0.786 
      589      1         -0.171     -1.171 
      590      1         -0.171     -1.171 
      591      1         -0.171     -1.171 
      592      0         -0.172     -0.172 
      593      1         -0.217     -1.217 
      594      0         -0.218     -0.218 
      595     -1         -0.219      0.781 
      596     -1         -0.219      0.781 
      597     -1         -0.22       0.78  
      598     -1         -0.22       0.78  
      599     -1         -0.22       0.78  
      600     -1         -0.182      0.818 
      601     -1         -0.169      0.831 
      602     -1         -0.22       0.78  
      603     -1         -0.185      0.815 
      604      0         -0.219     -0.219 
      605     -1         -0.219      0.781 
      606     -1         -0.218      0.782 
      607     -1         -0.186      0.814 
      608     -1         -0.176      0.824 
      609     -1         -0.177      0.823 
      610     -1         -0.178      0.822 
      611     -1         -0.204      0.796 
      612      0         -0.213     -0.213 
      613      1         -0.213     -1.213 
      614     -1         -0.18       0.82  
      615      1         -0.163     -1.163 
      616     -1         -0.185      0.815 
      617     -1         -0.167      0.833 
      618      1         -0.21      -1.21  
      619      0         -0.182     -0.182 
      620      1         -0.189     -1.189 
      621      0         -0.188     -0.188 
      622     -1         -0.181      0.819 
      623      0         -0.21      -0.21  
      624      1         -0.209     -1.209 
      625      1         -0.179     -1.179 
      626     -1         -0.178      0.822 
      627     -1         -0.185      0.815 
      628      1         -0.185     -1.185 
      629      1         -0.186     -1.186 
      630      0         -0.186     -0.186 
      631      1         -0.212     -1.212 
      632      1         -0.187     -1.187 
      633      1         -0.213     -1.213 
      634      0         -0.19      -0.19  
      635      1         -0.215     -1.215 
      636     -1         -0.217      0.783 
      637     -1         -0.218      0.782 
      638      1         -0.219     -1.219 
      639      1         -0.193     -1.193 
      640      1         -0.222     -1.222 
      641      0         -0.172     -0.172 
      642      1         -0.168     -1.168 
      643      0         -0.198     -0.198 
      644     -1         -0.199      0.801 
      645     -1         -0.2        0.8   
      646     -1         -0.201      0.799 
      647     -1         -0.168      0.832 
      648     -1         -0.209      0.791 
      649     -1         -0.203      0.797 
      650     -1         -0.203      0.797 
      651     -1         -0.166      0.834 
      652     -1         -0.204      0.796 
      653      0         -0.204     -0.204 
      654     -1         -0.204      0.796 
      655     -1         -0.247      0.753 
      656     -1         -0.204      0.796 
      657     -1         -0.25       0.75  
      658     -1         -0.204      0.796 
      659     -1         -0.203      0.797 
      660     -1         -0.184      0.816 
      661      0         -0.203     -0.203 
      662      1         -0.256     -1.256 
      663     -1         -0.257      0.743 
      664      1         -0.217     -1.217 
      665     -1         -0.201      0.799 
      666     -1         -0.261      0.739 
      667      1         -0.2       -1.2   
      668      0         -0.199     -0.199 
      669      1         -0.265     -1.265 
      670      0         -0.266     -0.266 
      671     -1         -0.199      0.801 
      672      0         -0.198     -0.198 
      673      1         -0.198     -1.198 
      674      1         -0.198     -1.198 
      675     -1         -0.198      0.802 
      676     -1         -0.163      0.837 
      677      1         -0.135     -1.135 
      678      1         -0.157     -1.157 
      679      0         -0.134     -0.134 
      680      1         -0.197     -1.197 
      681      1         -0.198     -1.198 
      682      1         -0.198     -1.198 
      683      0         -0.199     -0.199 
      684      1         -0.199     -1.199 
      685     -1         -0.2        0.8   
      686     -1         -0.201      0.799 
      687      1         -0.131     -1.131 
      688      1         -0.132     -1.132 
      689      1         -0.132     -1.132 
      690      0         -0.134     -0.134 
      691      1         -0.204     -1.204 
      692      0         -0.205     -0.205 
      693     -1         -0.307      0.693 
      694     -1         -0.207      0.793 
      695     -1         -0.31       0.69  
      696     -1         -0.143      0.857 
      697     -1         -0.209      0.791 
      698     -1         -0.21       0.79  
      699     -1         -0.21       0.79  
      700     -1         -0.318      0.682 
      701     -1         -0.211      0.789 
      702      0         -0.32      -0.32  
      703     -1         -0.149      0.851 
      704     -1         -0.296      0.704 
      705     -1         -0.211      0.789 
      706     -1         -0.211      0.789 
      707     -1         -0.3        0.7   
      708     -1         -0.328      0.672 
      709     -1         -0.329      0.671 
      710      0         -0.21      -0.21  
      711      1         -0.21      -1.21  
      712     -1         -0.331      0.669 
      713      1         -0.21      -1.21  
      714     -1         -0.21       0.79  
      715     -1         -0.153      0.847 
      716      1         -0.21      -1.21  
      717      0         -0.211     -0.211 
      718      1         -0.211     -1.211 
      719      0         -0.336     -0.336 
      720     -1         -0.337      0.663 
      721      0         -0.337     -0.337 
      722      1         -0.213     -1.213 
      723      1         -0.214     -1.214 
      724     -1         -0.34       0.66  
      725     -1         -0.34       0.66  
      726      1         -0.341     -1.341 
      727      1         -0.342     -1.342 
      728      0         -0.154     -0.154 
      729      1         -0.22      -1.22  
      730      1         -0.222     -1.222 
      731      1         -0.223     -1.223 
      732      0         -0.225     -0.225 
      733      1         -0.227     -1.227 
      734     -1         -0.229      0.771 
      735     -1         -0.23       0.77  
      736      1         -0.157     -1.157 
      737      1         -0.234     -1.234 
      738      1         -0.236     -1.236 
      739      0         -0.238     -0.238 
      740      1         -0.24      -1.24  
      741      0         -0.321     -0.321 
      742     -1         -0.245      0.755 
      743     -1         -0.247      0.753 
      744     -1         -0.366      0.634 
      745     -1         -0.252      0.748 
      746     -1         -0.369      0.631 
      747     -1         -0.256      0.744 
      748     -1         -0.258      0.742 
      749     -1         -0.259      0.741 
      750     -1         -0.261      0.739 
      751      0         -0.262     -0.262 
      752     -1         -0.173      0.827 
      753     -1         -0.174      0.826 
      754     -1         -0.377      0.623 
      755     -1         -0.268      0.732 
      756     -1         -0.379      0.621 
      757     -1         -0.38       0.62  
      758     -1         -0.272      0.728 
      759      0         -0.338     -0.338 
      760      1         -0.275     -1.275 
      761     -1         -0.276      0.724 
      762      1         -0.069     -1.069 
      763     -1         -0.279      0.721 
      764     -1         -0.28       0.72  
      765      1         -0.173     -1.173 
      766      1         -0.08      -1.08  
      767      0         -0.174     -0.174 
      768     -1         -0.284      0.716 
      769     -1         -0.285      0.715 
      770     -1         -0.386      0.614 
      771     -1         -0.11       0.89  
      772     -1         -0.287      0.713 
      773     -1         -0.143      0.857 
      774     -1         -0.289      0.711 
      775     -1         -0.289      0.711 
      776     -1         -0.29       0.71  
      777      0         -0.29      -0.29  
      778     -1         -0.29       0.71  
      779     -1         -0.29       0.71  
      780      1         -0.179     -1.179 
      781      0         -0.388     -0.388 
      782     -1         -0.144      0.856 
      783     -1         -0.291      0.709 
      784     -1         -0.29       0.71  
      785     -1         -0.389      0.611 
      786     -1         -0.29       0.71  
      787     -1         -0.185      0.815 
      788     -1         -0.389      0.611 
      789     -1         -0.185      0.815 
      790     -1         -0.388      0.612 
      791      0         -0.288     -0.288 
      792     -1         -0.288      0.712 
      793     -1         -0.387      0.613 
      794     -1         -0.287      0.713 
      795     -1         -0.286      0.714 
      796     -1         -0.285      0.715 
      797     -1         -0.386      0.614 
      798     -1         -0.384      0.616 
      799      0         -0.282     -0.282 
      800      1         -0.282     -1.282 
      801      1         -0.078     -1.078 
      802      0         -0.28      -0.28  
      803     -1         -0.38       0.62  
      804     -1         -0.379      0.621 
      805     -1         -0.378      0.622 
      806     -1         -0.278      0.722 
      807     -1         -0.277      0.723 
      808     -1         -0.181      0.819 
      809     -1         -0.275      0.725 
      810     -1         -0.274      0.726 
      811     -1         -0.273      0.727 
      812      0         -0.369     -0.369 
      813     -1         -0.177      0.823 
      814     -1         -0.269      0.731 
      815     -1         -0.267      0.733 
      816     -1         -0.266      0.734 
      817     -1         -0.363      0.637 
      818     -1         -0.361      0.639 
      819     -1         -0.26       0.74  
      820      0         -0.358     -0.358 
      821      1         -0.389     -1.389 
      822     -1         -0.39       0.61  
      823      1         -0.164     -1.164 
      824     -1         -0.163      0.837 
      825     -1         -0.248      0.752 
      826      1         -0.246     -1.246 
      827      0         -0.244     -0.244 
      828      1         -0.158     -1.158 
      829      0         -0.344     -0.344 
      830     -1         -0.397      0.603 
      831      0         -0.156     -0.156 
      832      1         -0.34      -1.34  
      833      1         -0.155     -1.155 
      834     -1         -0.155      0.845 
      835     -1         -0.399      0.601 
      836      1         -0.228     -1.228 
      837      1         -0.226     -1.226 
      838      0         -0.334     -0.334 
      839      1         -0.153     -1.153 
      840      1         -0.222     -1.222 
