=== Run information ===

Scheme:       weka.classifiers.lazy.LWL -U 0 -K -1 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\"" -W weka.classifiers.trees.DecisionStump
Relation:     cleaned_demone
Instances:    6268
Attributes:   5
              ID
              TRUNCATED
              possibly_sensitive
              retweeted_status
              reaction
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

Locally weighted learning
===========================
Using classifier: weka.classifiers.trees.DecisionStump
Using linear weighting kernels
Using all neighbours

Time taken to build model: 0 seconds

=== Predictions on training set ===

    inst#     actual  predicted      error
      447      0         -0.255     -0.255 
      448     -1         -0.158      0.842 
      449     -1         -0.255      0.745 
      450     -1         -0.255      0.745 
      451     -1         -0.252      0.748 
      452     -1         -0.255      0.745 
      453     -1         -0.255      0.745 
      454     -1         -0.158      0.842 
      455     -1         -0.158      0.842 
      456     -1         -0.158      0.842 
      457      0         -0.255     -0.255 
      458     -1         -0.158      0.842 
      459     -1         -0.158      0.842 
      460     -1         -0.255      0.745 
      461     -1         -0.158      0.842 
      462     -1         -0.255      0.745 
      463     -1         -0.255      0.745 
      464     -1         -0.255      0.745 
      465      0         -0.255     -0.255 
      466      1         -0.255     -1.255 
      467     -1         -0.255      0.745 
      468      1         -0.158     -1.158 
      469     -1         -0.255      0.745 
      470     -1         -0.158      0.842 
      471      1         -0.158     -1.158 
      472      0         -0.158     -0.158 
      473      1         -0.158     -1.158 
      474      0         -0.158     -0.158 
      475     -1         -0.158      0.842 
      476      0         -0.158     -0.158 
      477      1         -0.158     -1.158 
      478      1         -0.158     -1.158 
      479     -1         -0.255      0.745 
      480     -1         -0.255      0.745 
      481      1         -0.158     -1.158 
      482      1         -0.255     -1.255 
      483      0         -0.158     -0.158 
      484      1         -0.255     -1.255 
      485      1         -0.255     -1.255 
      486      1         -0.255     -1.255 
      487      0         -0.255     -0.255 
      488      1         -0.255     -1.255 
      489     -1         -0.255      0.745 
      490     -1         -0.255      0.745 
      491      1         -0.255     -1.255 
      492      1         -0.158     -1.158 
      493      1         -0.255     -1.255 
      494      0         -0.255     -0.255 
      495      1         -0.255     -1.255 
      496      0         -0.158     -0.158 
      497     -1         -0.255      0.745 
      498     -1         -0.158      0.842 
      499     -1         -0.255      0.745 
      500     -1         -0.255      0.745 
      501     -1         -0.158      0.842 
      502     -1         -0.158      0.842 
      503     -1         -0.255      0.745 
      504     -1         -0.255      0.745 
      505     -1         -0.255      0.745 
      506      0         -0.255     -0.255 
      507     -1         -0.158      0.842 
      508     -1         -0.158      0.842 
      509     -1         -0.255      0.745 
      510     -1         -0.255      0.745 
      511     -1         -0.158      0.842 
      512     -1         -0.158      0.842 
      513     -1         -0.255      0.745 
      514      0         -0.255     -0.255 
      515      1         -0.158     -1.158 
      516     -1         -0.158      0.842 
      517      1         -0.158     -1.158 
      518     -1         -0.158      0.842 
      519     -1         -0.254      0.746 
      520      1         -0.252     -1.252 
      521      0         -0.158     -0.158 
      522      1         -0.255     -1.255 
      523      0         -0.158     -0.158 
      524     -1         -0.158      0.842 
      525      0         -0.263     -0.263 
      526      1         -0.255     -1.255 
      527      1         -0.158     -1.158 
      528     -1         -0.158      0.842 
      529     -1         -0.158      0.842 
      530      1         -0.255     -1.255 
      531      1         -0.158     -1.158 
      532      0         -0.263     -0.263 
      533      1         -0.158     -1.158 
      534      1         -0.254     -1.254 
      535      1         -0.263     -1.263 
      536      0         -0.158     -0.158 
      537      1         -0.158     -1.158 
      538     -1         -0.254      0.746 
      539     -1         -0.252      0.748 
      540      1         -0.254     -1.254 
      541      1         -0.255     -1.255 
      542      1         -0.158     -1.158 
      543      0         -0.158     -0.158 
      544      1         -0.158     -1.158 
      545      0         -0.158     -0.158 
      546     -1         -0.263      0.737 
      547     -1         -0.255      0.745 
      548     -1         -0.254      0.746 
      549     -1         -0.255      0.745 
      550     -1         -0.255      0.745 
      551     -1         -0.263      0.737 
      552     -1         -0.254      0.746 
      553     -1         -0.158      0.842 
      554     -1         -0.158      0.842 
      555      0         -0.158     -0.158 
      556     -1         -0.158      0.842 
      557     -1         -0.254      0.746 
      558     -1         -0.261      0.739 
      559     -1         -0.263      0.737 
      560     -1         -0.158      0.842 
      561     -1         -0.255      0.745 
      562     -1         -0.158      0.842 
      563      0         -0.254     -0.254 
      564      1         -0.255     -1.255 
      565     -1         -0.254      0.746 
      566      1         -0.158     -1.158 
      567     -1         -0.255      0.745 
      568     -1         -0.158      0.842 
      569      1         -0.158     -1.158 
      570      0         -0.255     -0.255 
      571      1         -0.158     -1.158 
      572      0         -0.158     -0.158 
      573     -1         -0.254      0.746 
      574      0         -0.255     -0.255 
      575      1         -0.158     -1.158 
      576      1         -0.158     -1.158 
      577     -1         -0.158      0.842 
      578     -1         -0.158      0.842 
      579      1         -0.158     -1.158 
      580      1         -0.158     -1.158 
      581      0         -0.255     -0.255 
      582      1         -0.255     -1.255 
      583      1         -0.158     -1.158 
      584      1         -0.255     -1.255 
      585      0         -0.158     -0.158 
      586      1         -0.254     -1.254 
      587     -1         -0.158      0.842 
      588     -1         -0.255      0.745 
      589      1         -0.254     -1.254 
      590      1         -0.254     -1.254 
      591      1         -0.254     -1.254 
      592      0         -0.254     -0.254 
      593      1         -0.256     -1.256 
      594      0         -0.256     -0.256 
      595     -1         -0.256      0.744 
      596     -1         -0.256      0.744 
      597     -1         -0.256      0.744 
      598     -1         -0.256      0.744 
      599     -1         -0.256      0.744 
      600     -1         -0.254      0.746 
      601     -1         -0.158      0.842 
      602     -1         -0.256      0.744 
      603     -1         -0.254      0.746 
      604      0         -0.256     -0.256 
      605     -1         -0.256      0.744 
      606     -1         -0.256      0.744 
      607     -1         -0.254      0.746 
      608     -1         -0.158      0.842 
      609     -1         -0.158      0.842 
      610     -1         -0.158      0.842 
      611     -1         -0.263      0.737 
      612      0         -0.256     -0.256 
      613      1         -0.256     -1.256 
      614     -1         -0.158      0.842 
      615      1         -0.252     -1.252 
      616     -1         -0.254      0.746 
      617     -1         -0.252      0.748 
      618      1         -0.256     -1.256 
      619      0         -0.158     -0.158 
      620      1         -0.263     -1.263 
      621      0         -0.263     -0.263 
      622     -1         -0.254      0.746 
      623      0         -0.256     -0.256 
      624      1         -0.256     -1.256 
      625      1         -0.254     -1.254 
      626     -1         -0.254      0.746 
      627     -1         -0.158      0.842 
      628      1         -0.263     -1.263 
      629      1         -0.158     -1.158 
      630      0         -0.158     -0.158 
      631      1         -0.256     -1.256 
      632      1         -0.158     -1.158 
      633      1         -0.256     -1.256 
      634      0         -0.263     -0.263 
      635      1         -0.256     -1.256 
      636     -1         -0.256      0.744 
      637     -1         -0.256      0.744 
      638      1         -0.256     -1.256 
      639      1         -0.158     -1.158 
      640      1         -0.256     -1.256 
      641      0         -0.252     -0.252 
      642      1         -0.254     -1.254 
      643      0         -0.158     -0.158 
      644     -1         -0.158      0.842 
      645     -1         -0.158      0.842 
      646     -1         -0.158      0.842 
      647     -1         -0.254      0.746 
      648     -1         -0.263      0.737 
      649     -1         -0.158      0.842 
      650     -1         -0.158      0.842 
      651     -1         -0.254      0.746 
      652     -1         -0.158      0.842 
      653      0         -0.158     -0.158 
      654     -1         -0.158      0.842 
      655     -1         -0.256      0.744 
      656     -1         -0.158      0.842 
      657     -1         -0.256      0.744 
      658     -1         -0.158      0.842 
      659     -1         -0.158      0.842 
      660     -1         -0.252      0.748 
      661      0         -0.158     -0.158 
      662      1         -0.256     -1.256 
      663     -1         -0.256      0.744 
      664      1         -0.263     -1.263 
      665     -1         -0.158      0.842 
      666     -1         -0.256      0.744 
      667      1         -0.158     -1.158 
      668      0         -0.158     -0.158 
      669      1         -0.256     -1.256 
      670      0         -0.256     -0.256 
      671     -1         -0.158      0.842 
      672      0         -0.158     -0.158 
      673      1         -0.158     -1.158 
      674      1         -0.158     -1.158 
      675     -1         -0.158      0.842 
      676     -1         -0.252      0.748 
      677      1         -0.254     -1.254 
      678      1         -0.252     -1.252 
      679      0         -0.254     -0.254 
      680      1         -0.158     -1.158 
      681      1         -0.158     -1.158 
      682      1         -0.158     -1.158 
      683      0         -0.158     -0.158 
      684      1         -0.158     -1.158 
      685     -1         -0.158      0.842 
      686     -1         -0.158      0.842 
      687      1         -0.254     -1.254 
      688      1         -0.254     -1.254 
      689      1         -0.254     -1.254 
      690      0         -0.254     -0.254 
      691      1         -0.158     -1.158 
      692      0         -0.158     -0.158 
      693     -1         -0.256      0.744 
      694     -1         -0.158      0.842 
      695     -1         -0.256      0.744 
      696     -1         -0.254      0.746 
      697     -1         -0.158      0.842 
      698     -1         -0.158      0.842 
      699     -1         -0.158      0.842 
      700     -1         -0.256      0.744 
      701     -1         -0.158      0.842 
      702      0         -0.256     -0.256 
      703     -1         -0.254      0.746 
      704     -1         -0.263      0.737 
      705     -1         -0.158      0.842 
      706     -1         -0.158      0.842 
      707     -1         -0.263      0.737 
      708     -1         -0.256      0.744 
      709     -1         -0.256      0.744 
      710      0         -0.158     -0.158 
      711      1         -0.158     -1.158 
      712     -1         -0.256      0.744 
      713      1         -0.158     -1.158 
      714     -1         -0.158      0.842 
      715     -1         -0.254      0.746 
      716      1         -0.158     -1.158 
      717      0         -0.158     -0.158 
      718      1         -0.158     -1.158 
      719      0         -0.256     -0.256 
      720     -1         -0.256      0.744 
      721      0         -0.256     -0.256 
      722      1         -0.158     -1.158 
      723      1         -0.158     -1.158 
      724     -1         -0.256      0.744 
      725     -1         -0.256      0.744 
      726      1         -0.256     -1.256 
      727      1         -0.256     -1.256 
      728      0         -0.254     -0.254 
      729      1         -0.158     -1.158 
      730      1         -0.158     -1.158 
      731      1         -0.158     -1.158 
      732      0         -0.158     -0.158 
      733      1         -0.158     -1.158 
      734     -1         -0.158      0.842 
      735     -1         -0.158      0.842 
      736      1         -0.254     -1.254 
      737      1         -0.158     -1.158 
      738      1         -0.158     -1.158 
      739      0         -0.158     -0.158 
      740      1         -0.158     -1.158 
      741      0         -0.263     -0.263 
      742     -1         -0.158      0.842 
      743     -1         -0.158      0.842 
      744     -1         -0.256      0.744 
      745     -1         -0.158      0.842 
      746     -1         -0.256      0.744 
      747     -1         -0.158      0.842 
      748     -1         -0.158      0.842 
      749     -1         -0.158      0.842 
      750     -1         -0.158      0.842 
      751      0         -0.158     -0.158 
      752     -1         -0.254      0.746 
      753     -1         -0.254      0.746 
      754     -1         -0.256      0.744 
      755     -1         -0.158      0.842 
      756     -1         -0.256      0.744 
      757     -1         -0.256      0.744 
      758     -1         -0.158      0.842 
      759      0         -0.263     -0.263 
      760      1         -0.158     -1.158 
      761     -1         -0.158      0.842 
      762      1         -0.261     -1.261 
      763     -1         -0.158      0.842 
      764     -1         -0.158      0.842 
      765      1         -0.254     -1.254 
      766      1         -0.261     -1.261 
      767      0         -0.254     -0.254 
      768     -1         -0.158      0.842 
      769     -1         -0.158      0.842 
      770     -1         -0.256      0.744 
      771     -1         -0.261      0.739 
      772     -1         -0.158      0.842 
      773     -1         -0.252      0.748 
      774     -1         -0.158      0.842 
      775     -1         -0.158      0.842 
      776     -1         -0.158      0.842 
      777      0         -0.158     -0.158 
      778     -1         -0.158      0.842 
      779     -1         -0.158      0.842 
      780      1         -0.254     -1.254 
      781      0         -0.256     -0.256 
      782     -1         -0.261      0.739 
      783     -1         -0.158      0.842 
      784     -1         -0.158      0.842 
      785     -1         -0.256      0.744 
      786     -1         -0.158      0.842 
      787     -1         -0.254      0.746 
      788     -1         -0.256      0.744 
      789     -1         -0.254      0.746 
      790     -1         -0.256      0.744 
      791      0         -0.158     -0.158 
      792     -1         -0.158      0.842 
      793     -1         -0.256      0.744 
      794     -1         -0.158      0.842 
      795     -1         -0.158      0.842 
      796     -1         -0.158      0.842 
      797     -1         -0.264      0.736 
      798     -1         -0.256      0.744 
      799      0         -0.158     -0.158 
      800      1         -0.158     -1.158 
      801      1         -0.252     -1.252 
      802      0         -0.158     -0.158 
      803     -1         -0.256      0.744 
      804     -1         -0.256      0.744 
      805     -1         -0.256      0.744 
      806     -1         -0.158      0.842 
      807     -1         -0.158      0.842 
      808     -1         -0.254      0.746 
      809     -1         -0.158      0.842 
      810     -1         -0.158      0.842 
      811     -1         -0.158      0.842 
      812      0         -0.256     -0.256 
      813     -1         -0.254      0.746 
      814     -1         -0.158      0.842 
      815     -1         -0.158      0.842 
      816     -1         -0.158      0.842 
      817     -1         -0.256      0.744 
      818     -1         -0.256      0.744 
      819     -1         -0.158      0.842 
      820      0         -0.256     -0.256 
      821      1         -0.264     -1.264 
      822     -1         -0.264      0.736 
      823      1         -0.254     -1.254 
      824     -1         -0.254      0.746 
      825     -1         -0.158      0.842 
      826      1         -0.158     -1.158 
      827      0         -0.158     -0.158 
      828      1         -0.254     -1.254 
      829      0         -0.256     -0.256 
      830     -1         -0.264      0.736 
      831      0         -0.254     -0.254 
      832      1         -0.256     -1.256 
      833      1         -0.254     -1.254 
      834     -1         -0.254      0.746 
      835     -1         -0.264      0.736 
      836      1         -0.158     -1.158 
      837      1         -0.158     -1.158 
      838      0         -0.256     -0.256 
